MainVertexSeq,VertexID,X,Y,Z,VertexDepth,MeshScalar
67,9984,-20.4062,-3.84583,61.0189,1,0
67,9594,-19.7302,-3.22587,59.4961,2,0
67,9596,-18.9447,-3.26492,59.2642,1,0
67,9597,-19.1,-3.56835,59.9116,1,0
67,9230,-20.2402,-2.89771,59.0612,1,0
67,9231,-19.3059,-2.88202,58.7034,1,0
67,9229,-21.2314,-2.72437,59.0677,2,0
67,9228,-21.02,-2.33266,58.325,1,0
67,9226,-21.7921,-2.26866,58.4508,1,0
67,9227,-22.217,-2.53681,59.022,1,0
67,8831,-20.1996,-2.54348,58.4196,1,0
67,9621,-22.3004,-2.89357,59.6784,1,0
68,9592,-21.0522,-3.46515,60.4346,0,0
68,9592,-21.0522,-3.46515,60.4346,3,0
68,9591,-20.6286,-3.16483,59.6984,2,0
68,9593,-21.429,-3.08827,59.8033,1,0
68,9594,-19.7302,-3.22587,59.4961,1,0
68,9595,-20.0587,-3.54031,60.2399,1,0
68,9229,-21.2314,-2.72437,59.0677,1,0
68,9230,-20.2402,-2.89771,59.0612,1,0
68,9981,-21.9198,-3.27304,60.3053,2,0
68,9979,-22.7292,-3.24924,60.4647,1,0
68,9982,-22.0243,-3.60232,61.0121,1,0
68,9621,-22.3004,-2.89357,59.6784,1,0
68,9983,-21.2173,-3.72237,61.0346,2,0
68,9984,-20.4062,-3.84583,61.0189,1,0
68,10355,-21.3809,-3.97048,61.6412,1,0
69,9779,-15.3041,36.9464,59.1206,0,0
69,9779,-15.3041,36.9464,59.1206,3,0
69,9405,-15.9096,36.7787,58.579,2,0
69,9025,-16.184,36.4702,57.8378,1,0
69,9404,-16.6883,36.8196,58.4229,1,0
69,9406,-15.195,36.6428,58.4663,1,0
69,9432,-16.0203,37.0815,59.2109,1,0
69,9780,-14.5088,36.9213,59.244,2,0
69,9407,-14.2686,36.5937,58.5329,1,0
69,9781,-13.5668,36.8812,59.2883,1,0
69,9800,-15.0098,37.2458,59.8946,1,0
69,9801,-13.9039,37.1859,59.9901,1,0
70,9800,-15.0098,37.2458,59.8946,0,0
70,9800,-15.0098,37.2458,59.8946,3,0
70,9432,-16.0203,37.0815,59.2109,2,0
70,9404,-16.6883,36.8196,58.4229,1,0
70,9431,-16.9522,37.1796,59.093,1,0
70,9405,-15.9096,36.7787,58.579,1,0
70,9799,-16.0737,37.3812,59.8756,1,0
70,9779,-15.3041,36.9464,59.1206,1,0
70,9780,-14.5088,36.9213,59.244,2,0
70,9406,-15.195,36.6428,58.4663,1,0
70,9407,-14.2686,36.5937,58.5329,1,0
70,9781,-13.5668,36.8812,59.2883,1,0
70,9801,-13.9039,37.1859,59.9901,1,0
70,10170,-15.1857,37.581,60.6852,2,0
70,10169,-16.1864,37.6696,60.5254,1,0
70,10171,-14.1695,37.469,60.6774,1,0
70,10529,-15.6327,37.9022,61.3457,1,0
70,10530,-14.9105,37.8531,61.5097,1,0
70,10531,-14.2305,37.7374,61.4047,1,0
71,9983,-21.2173,-3.72237,61.0346,0,0
71,9983,-21.2173,-3.72237,61.0346,3,0
71,9592,-21.0522,-3.46515,60.4346,2,0
71,9591,-20.6286,-3.16483,59.6984,1,0
71,9593,-21.429,-3.08827,59.8033,1,0
71,9595,-20.0587,-3.54031,60.2399,1,0
71,9981,-21.9198,-3.27304,60.3053,1,0
71,9982,-22.0243,-3.60232,61.0121,1,0
71,9984,-20.4062,-3.84583,61.0189,1,0
71,10355,-21.3809,-3.97048,61.6412,2,0
71,10354,-22.3744,-3.91248,61.7854,1,0
71,10316,-20.5188,-4.14808,61.7461,1,0
71,10688,-21.7797,-4.24636,62.4174,1,0
71,10690,-20.9681,-4.3013,62.2802,1,0
72,10170,-15.1857,37.581,60.6852,0,0
72,10170,-15.1857,37.581,60.6852,3,0
72,9799,-16.0737,37.3812,59.8756,2,0
72,9431,-16.9522,37.1796,59.093,1,0
72,9432,-16.0203,37.0815,59.2109,1,0
72,9798,-17.1432,37.5261,59.7703,1,0
72,9800,-15.0098,37.2458,59.8946,1,0
72,10169,-16.1864,37.6696,60.5254,1,0
72,10171,-14.1695,37.469,60.6774,2,0
72,9801,-13.9039,37.1859,59.9901,1,0
72,10172,-13.1463,37.4296,60.7453,1,0
72,10531,-14.2305,37.7374,61.4047,1,0
72,10532,-13.3373,37.6953,61.4754,1,0
72,10529,-15.6327,37.9022,61.3457,2,0
72,10528,-16.3601,37.9629,61.1628,1,0
72,10530,-14.9105,37.8531,61.5097,1,0
72,10554,-16.0503,38.2355,61.9918,1,0
72,10555,-15.0429,38.1234,62.1827,1,0
73,10355,-21.3809,-3.97048,61.6412,0,0
73,10355,-21.3809,-3.97048,61.6412,3,0
73,9983,-21.2173,-3.72237,61.0346,2,0
73,9592,-21.0522,-3.46515,60.4346,1,0
73,9982,-22.0243,-3.60232,61.0121,1,0
73,9984,-20.4062,-3.84583,61.0189,1,0
73,10354,-22.3744,-3.91248,61.7854,2,0
73,9980,-23.019,-3.58196,61.2051,1,0
73,10353,-23.3674,-3.88105,61.9337,1,0
73,10686,-22.714,-4.19696,62.5402,1,0
73,10688,-21.7797,-4.24636,62.4174,1,0
73,10316,-20.5188,-4.14808,61.7461,2,0
73,10315,-20.0895,-4.48521,62.3469,1,0
73,10314,-19.7537,-4.19179,61.5194,1,0
73,10690,-20.9681,-4.3013,62.2802,1,0
74,10530,-14.9105,37.8531,61.5097,0,0
74,10530,-14.9105,37.8531,61.5097,3,0
74,10170,-15.1857,37.581,60.6852,2,0
74,9799,-16.0737,37.3812,59.8756,1,0
74,9800,-15.0098,37.2458,59.8946,1,0
74,10169,-16.1864,37.6696,60.5254,1,0
74,10171,-14.1695,37.469,60.6774,1,0
74,10529,-15.6327,37.9022,61.3457,1,0
74,10531,-14.2305,37.7374,61.4047,1,0
74,10555,-15.0429,38.1234,62.1827,2,0
74,10554,-16.0503,38.2355,61.9918,1,0
74,10926,-15.0813,38.384,62.893,1,0
74,10906,-14.3208,37.9917,62.0971,1,0
74,10927,-14.002,38.2333,62.9087,1,0
75,10555,-15.0429,38.1234,62.1827,0,0
75,10555,-15.0429,38.1234,62.1827,3,0
75,10529,-15.6327,37.9022,61.3457,2,0
75,10169,-16.1864,37.6696,60.5254,1,0
75,10170,-15.1857,37.581,60.6852,1,0
75,10528,-16.3601,37.9629,61.1628,1,0
75,10530,-14.9105,37.8531,61.5097,1,0
75,10554,-16.0503,38.2355,61.9918,1,0
75,10926,-15.0813,38.384,62.893,2,0
75,10925,-16.1234,38.5622,62.8004,1,0
75,10927,-14.002,38.2333,62.9087,1,0
75,11298,-15.0654,38.6491,63.695,1,0
75,11299,-14.1124,38.4947,63.7133,1,0
75,10906,-14.3208,37.9917,62.0971,2,0
75,10531,-14.2305,37.7374,61.4047,1,0
75,10907,-13.5306,37.9637,62.2313,1,0
76,10690,-20.9681,-4.3013,62.2802,0,0
76,10690,-20.9681,-4.3013,62.2802,3,0
76,10688,-21.7797,-4.24636,62.4174,2,0
76,10686,-22.714,-4.19696,62.5402,1,0
76,10689,-22.0363,-4.51383,63.1678,1,0
76,10691,-21.0521,-4.59119,63.0271,1,0
76,10354,-22.3744,-3.91248,61.7854,1,0
76,10355,-21.3809,-3.97048,61.6412,1,0
76,10316,-20.5188,-4.14808,61.7461,2,0
76,10315,-20.0895,-4.48521,62.3469,1,0
76,10314,-19.7537,-4.19179,61.5194,1,0
76,9984,-20.4062,-3.84583,61.0189,1,0
77,10691,-21.0521,-4.59119,63.0271,0,0
77,10691,-21.0521,-4.59119,63.0271,3,0
77,10690,-20.9681,-4.3013,62.2802,2,0
77,10688,-21.7797,-4.24636,62.4174,1,0
77,10316,-20.5188,-4.14808,61.7461,1,0
77,10315,-20.0895,-4.48521,62.3469,1,0
77,10355,-21.3809,-3.97048,61.6412,1,0
77,10689,-22.0363,-4.51383,63.1678,2,0
77,10686,-22.714,-4.19696,62.5402,1,0
77,10687,-23.0265,-4.45202,63.2785,1,0
77,11085,-22.4101,-4.71125,63.8299,1,0
77,11086,-21.4632,-4.85881,63.9112,1,0
77,10692,-20.2211,-4.72025,62.9866,2,0
77,10693,-19.3747,-4.85668,62.8732,1,0
77,11087,-20.3965,-4.94201,63.6474,1,0
78,10926,-15.0813,38.384,62.893,0,0
78,10926,-15.0813,38.384,62.893,3,0
78,10554,-16.0503,38.2355,61.9918,2,0
78,10196,-17.0661,38.1266,61.18,1,0
78,10528,-16.3601,37.9629,61.1628,1,0
78,10553,-17.0752,38.4159,61.8546,1,0
78,10529,-15.6327,37.9022,61.3457,1,0
78,10555,-15.0429,38.1234,62.1827,1,0
78,10925,-16.1234,38.5622,62.8004,1,0
78,10927,-14.002,38.2333,62.9087,2,0
78,10906,-14.3208,37.9917,62.0971,1,0
78,10907,-13.5306,37.9637,62.2313,1,0
78,10928,-12.8996,38.1743,63.0225,1,0
78,11299,-14.1124,38.4947,63.7133,1,0
78,11300,-13.1193,38.4016,63.7614,1,0
78,11298,-15.0654,38.6491,63.695,2,0
78,11297,-15.8977,38.8105,63.6248,1,0
78,11666,-15.4598,38.9248,64.2656,1,0
78,11667,-14.8555,38.8759,64.5377,1,0
78,11668,-14.0987,38.742,64.5562,1,0
79,11086,-21.4632,-4.85881,63.9112,0,0
79,11086,-21.4632,-4.85881,63.9112,3,0
79,10691,-21.0521,-4.59119,63.0271,2,0
79,10690,-20.9681,-4.3013,62.2802,1,0
79,10688,-21.7797,-4.24636,62.4174,1,0
79,10689,-22.0363,-4.51383,63.1678,1,0
79,10315,-20.0895,-4.48521,62.3469,1,0
79,10692,-20.2211,-4.72025,62.9866,1,0
79,11087,-20.3965,-4.94201,63.6474,1,0
79,11085,-22.4101,-4.71125,63.8299,2,0
79,10687,-23.0265,-4.45202,63.2785,1,0
79,11084,-23.2426,-4.70655,64.084,1,0
79,11454,-22.4087,-4.96615,64.6101,1,0
79,11436,-21.5,-5.12438,64.7218,2,0
79,11435,-21.0023,-5.41332,65.3997,1,0
79,11434,-20.7141,-5.18534,64.5105,1,0
79,11815,-21.9005,-5.24408,65.3084,1,0
80,11298,-15.0654,38.6491,63.695,0,0
80,11298,-15.0654,38.6491,63.695,3,0
80,11297,-15.8977,38.8105,63.6248,2,0
80,10925,-16.1234,38.5622,62.8004,1,0
80,11296,-16.6402,38.9128,63.378,1,0
80,11332,-16.1409,39.1002,64.2698,1,0
80,11666,-15.4598,38.9248,64.2656,1,0
80,10926,-15.0813,38.384,62.893,2,0
80,10554,-16.0503,38.2355,61.9918,1,0
80,10555,-15.0429,38.1234,62.1827,1,0
80,10927,-14.002,38.2333,62.9087,1,0
80,11299,-14.1124,38.4947,63.7133,1,0
80,11667,-14.8555,38.8759,64.5377,2,0
80,11668,-14.0987,38.742,64.5562,1,0
80,11699,-15.2387,39.1499,65.1364,1,0
80,12038,-14.4832,38.9936,65.1721,1,0
81,11436,-21.5,-5.12438,64.7218,0,0
81,11436,-21.5,-5.12438,64.7218,3,0
81,11435,-21.0023,-5.41332,65.3997,2,0
81,11434,-20.7141,-5.18534,64.5105,1,0
81,11438,-19.9796,-5.51552,65.0575,1,0
81,11815,-21.9005,-5.24408,65.3084,1,0
81,11816,-21.8587,-5.46382,66.1175,1,0
81,11817,-20.9689,-5.63772,66.2064,1,0
81,11818,-20.2894,-5.68674,65.8724,1,0
81,11086,-21.4632,-4.85881,63.9112,2,0
81,10691,-21.0521,-4.59119,63.0271,1,0
81,10689,-22.0363,-4.51383,63.1678,1,0
81,11085,-22.4101,-4.71125,63.8299,1,0
81,11087,-20.3965,-4.94201,63.6474,1,0
81,11454,-22.4087,-4.96615,64.6101,1,0
82,11667,-14.8555,38.8759,64.5377,0,0
82,11667,-14.8555,38.8759,64.5377,3,0
82,11298,-15.0654,38.6491,63.695,2,0
82,11297,-15.8977,38.8105,63.6248,1,0
82,10925,-16.1234,38.5622,62.8004,1,0
82,10926,-15.0813,38.384,62.893,1,0
82,11299,-14.1124,38.4947,63.7133,1,0
82,11666,-15.4598,38.9248,64.2656,1,0
82,11668,-14.0987,38.742,64.5562,1,0
82,11699,-15.2387,39.1499,65.1364,2,0
82,11332,-16.1409,39.1002,64.2698,1,0
82,11698,-16.1393,39.3545,65.0522,1,0
82,12068,-15.1436,39.3727,66.029,1,0
82,12038,-14.4832,38.9936,65.1721,1,0
82,12069,-14.2118,39.1932,66.0542,1,0
83,11815,-21.9005,-5.24408,65.3084,0,0
83,11815,-21.9005,-5.24408,65.3084,3,0
83,11813,-22.6878,-5.19584,65.526,2,0
83,11810,-23.5585,-5.1483,65.796,1,0
83,11814,-22.8027,-5.39416,66.4151,1,0
83,11816,-21.8587,-5.46382,66.1175,1,0
83,11453,-23.4143,-4.93852,64.9212,1,0
83,11454,-22.4087,-4.96615,64.6101,1,0
83,11436,-21.5,-5.12438,64.7218,2,0
83,11435,-21.0023,-5.41332,65.3997,1,0
83,11434,-20.7141,-5.18534,64.5105,1,0
83,11086,-21.4632,-4.85881,63.9112,1,0
84,11816,-21.8587,-5.46382,66.1175,0,0
84,11816,-21.8587,-5.46382,66.1175,3,0
84,11815,-21.9005,-5.24408,65.3084,2,0
84,11813,-22.6878,-5.19584,65.526,1,0
84,11436,-21.5,-5.12438,64.7218,1,0
84,11435,-21.0023,-5.41332,65.3997,1,0
84,11454,-22.4087,-4.96615,64.6101,1,0
84,11814,-22.8027,-5.39416,66.4151,2,0
84,11810,-23.5585,-5.1483,65.796,1,0
84,11811,-23.7305,-5.31944,66.744,1,0
84,12189,-22.8775,-5.54844,67.302,1,0
84,12190,-22.041,-5.63751,67.065,1,0
84,11817,-20.9689,-5.63772,66.2064,2,0
84,11818,-20.2894,-5.68674,65.8724,1,0
84,12191,-21.275,-5.72618,66.8423,1,0
84,12192,-20.3303,-5.91509,66.8105,1,0
85,12038,-14.4832,38.9936,65.1721,0,0
85,12038,-14.4832,38.9936,65.1721,3,0
85,11667,-14.8555,38.8759,64.5377,2,0
85,11298,-15.0654,38.6491,63.695,1,0
85,11666,-15.4598,38.9248,64.2656,1,0
85,11668,-14.0987,38.742,64.5562,1,0
85,11699,-15.2387,39.1499,65.1364,1,0
85,12039,-13.8735,38.9569,65.4285,2,0
85,12040,-13.2165,38.8457,65.3446,1,0
85,12069,-14.2118,39.1932,66.0542,1,0
85,12412,-13.3692,39.0623,66.0635,1,0
86,12069,-14.2118,39.1932,66.0542,0,0
86,12069,-14.2118,39.1932,66.0542,3,0
86,11699,-15.2387,39.1499,65.1364,2,0
86,11332,-16.1409,39.1002,64.2698,1,0
86,11666,-15.4598,38.9248,64.2656,1,0
86,11698,-16.1393,39.3545,65.0522,1,0
86,11667,-14.8555,38.8759,64.5377,1,0
86,12068,-15.1436,39.3727,66.029,1,0
86,12038,-14.4832,38.9936,65.1721,1,0
86,12039,-13.8735,38.9569,65.4285,2,0
86,11668,-14.0987,38.742,64.5562,1,0
86,12040,-13.2165,38.8457,65.3446,1,0
86,12412,-13.3692,39.0623,66.0635,1,0
86,12436,-14.0985,39.3749,66.9707,2,0
86,12435,-15.0233,39.5446,66.979,1,0
86,12437,-13.0683,39.2387,66.9342,1,0
86,12795,-14.0854,39.5177,67.944,1,0
86,12796,-13.1444,39.4001,67.8864,1,0
87,12190,-22.041,-5.63751,67.065,0,0
87,12190,-22.041,-5.63751,67.065,3,0
87,11816,-21.8587,-5.46382,66.1175,2,0
87,11815,-21.9005,-5.24408,65.3084,1,0
87,11813,-22.6878,-5.19584,65.526,1,0
87,11814,-22.8027,-5.39416,66.4151,1,0
87,11435,-21.0023,-5.41332,65.3997,1,0
87,11817,-20.9689,-5.63772,66.2064,1,0
87,12191,-21.275,-5.72618,66.8423,1,0
87,12189,-22.8775,-5.54844,67.302,2,0
87,11811,-23.7305,-5.31944,66.744,1,0
87,12188,-23.606,-5.47394,67.6012,1,0
87,12564,-22.9731,-5.64581,68.1931,1,0
87,12565,-22.1189,-5.76577,67.9678,1,0
87,12566,-21.1898,-5.90615,67.7291,2,0
87,12553,-20.3364,-6.11391,67.7592,1,0
87,12192,-20.3303,-5.91509,66.8105,1,0
87,12934,-21.5067,-5.9818,68.8038,1,0
87,12923,-20.5765,-6.18532,68.5639,1,0
88,12436,-14.0985,39.3749,66.9707,0,0
88,12436,-14.0985,39.3749,66.9707,3,0
88,12068,-15.1436,39.3727,66.029,2,0
88,11698,-16.1393,39.3545,65.0522,1,0
88,11699,-15.2387,39.1499,65.1364,1,0
88,12067,-16.0731,39.5956,65.9813,1,0
88,12069,-14.2118,39.1932,66.0542,1,0
88,12435,-15.0233,39.5446,66.979,1,0
88,12437,-13.0683,39.2387,66.9342,2,0
88,12412,-13.3692,39.0623,66.0635,1,0
88,12413,-12.5602,39.0205,66.2165,1,0
88,12438,-11.9368,39.185,67.0453,1,0
88,12796,-13.1444,39.4001,67.8864,1,0
88,12797,-12.159,39.3392,67.8724,1,0
88,12795,-14.0854,39.5177,67.944,2,0
88,12794,-14.9841,39.6983,68.0041,1,0
88,13164,-14.0412,39.6138,68.9864,1,0.5
88,13165,-13.1588,39.5013,68.8829,1,0.5
89,12565,-22.1189,-5.76577,67.9678,0,0
89,12565,-22.1189,-5.76577,67.9678,3,0
89,12190,-22.041,-5.63751,67.065,2,0
89,11816,-21.8587,-5.46382,66.1175,1,0
89,11814,-22.8027,-5.39416,66.4151,1,0
89,12189,-22.8775,-5.54844,67.302,1,0
89,12191,-21.275,-5.72618,66.8423,1,0
89,12566,-21.1898,-5.90615,67.7291,1,0
89,12564,-22.9731,-5.64581,68.1931,2,0
89,12188,-23.606,-5.47394,67.6012,1,0
89,12563,-23.7938,-5.51324,68.3895,1,0
89,12932,-23.0404,-5.70036,69.1166,1,0
89,12933,-22.3432,-5.81106,68.7963,1,0
89,12934,-21.5067,-5.9818,68.8038,2,0
89,12923,-20.5765,-6.18532,68.5639,1,0
89,13287,-21.3146,-6.11682,69.7769,1,0.4
89,13285,-20.762,-6.23266,69.3777,1,0
89,13299,-22.1467,-5.91016,69.7462,1,0.428571
90,12795,-14.0854,39.5177,67.944,0,0
90,12795,-14.0854,39.5177,67.944,3,0
90,12435,-15.0233,39.5446,66.979,2,0
90,12067,-16.0731,39.5956,65.9813,1,0
90,12068,-15.1436,39.3727,66.029,1,0
90,12434,-15.815,39.7452,66.982,1,0
90,12436,-14.0985,39.3749,66.9707,1,0
90,12794,-14.9841,39.6983,68.0041,1,0
90,12796,-13.1444,39.4001,67.8864,2,0
90,12437,-13.0683,39.2387,66.9342,1,0
90,12797,-12.159,39.3392,67.8724,1,0
90,13165,-13.1588,39.5013,68.8829,1,0.5
90,13166,-12.2273,39.4462,68.8129,1,0.5
90,13164,-14.0412,39.6138,68.9864,2,0.5
90,13163,-14.8304,39.778,69.0293,1,0.666667
90,13521,-14.0973,39.693,70.1109,1,1
90,13522,-13.1774,39.5654,69.9194,1,1
91,12933,-22.3432,-5.81106,68.7963,0,0
91,12933,-22.3432,-5.81106,68.7963,3,0
91,12565,-22.1189,-5.76577,67.9678,2,0
91,12190,-22.041,-5.63751,67.065,1,0
91,12189,-22.8775,-5.54844,67.302,1,0
91,12564,-22.9731,-5.64581,68.1931,1,0
91,12566,-21.1898,-5.90615,67.7291,1,0
91,12934,-21.5067,-5.9818,68.8038,1,0
91,12932,-23.0404,-5.70036,69.1166,2,0
91,12563,-23.7938,-5.51324,68.3895,1,0
91,12931,-23.8429,-5.54348,69.3089,1,0
91,13298,-23.0038,-5.73117,70.0722,1,0.5
91,13299,-22.1467,-5.91016,69.7462,1,0.428571
92,13164,-14.0412,39.6138,68.9864,0,0.5
92,13164,-14.0412,39.6138,68.9864,3,0.5
92,12794,-14.9841,39.6983,68.0041,2,0
92,12793,-15.8798,39.8944,67.6824,1,0
92,12434,-15.815,39.7452,66.982,1,0
92,12435,-15.0233,39.5446,66.979,1,0
92,12795,-14.0854,39.5177,67.944,1,0
92,13162,-15.7114,39.9558,68.413,1,0.333333
92,13163,-14.8304,39.778,69.0293,1,0.666667
92,13165,-13.1588,39.5013,68.8829,2,0.5
92,12796,-13.1444,39.4001,67.8864,1,0
92,13166,-12.2273,39.4462,68.8129,1,0.5
92,13522,-13.1774,39.5654,69.9194,1,1
92,13523,-12.2485,39.5104,69.7976,1,1
92,13521,-14.0973,39.693,70.1109,2,1
92,13520,-14.9831,39.8745,69.7511,1,1
92,13877,-14.9236,39.8866,70.5321,1,1
92,13878,-14.0908,39.7047,71.3074,1,1
92,13879,-13.1844,39.5953,70.9669,1,1
93,13299,-22.1467,-5.91016,69.7462,0,0.428571
93,13299,-22.1467,-5.91016,69.7462,3,0.428571
93,12933,-22.3432,-5.81106,68.7963,2,0
93,12565,-22.1189,-5.76577,67.9678,1,0
93,12564,-22.9731,-5.64581,68.1931,1,0
93,12932,-23.0404,-5.70036,69.1166,1,0
93,12934,-21.5067,-5.9818,68.8038,1,0
93,13298,-23.0038,-5.73117,70.0722,2,0.5
93,12931,-23.8429,-5.54348,69.3089,1,0
93,13297,-23.8178,-5.5461,70.2702,1,0.5
93,13652,-22.9875,-5.71391,71.0965,1,1
93,13653,-22.2132,-5.91175,70.8267,1,1
93,13287,-21.3146,-6.11682,69.7769,2,0.4
93,13286,-20.5264,-6.37417,70.3214,1,0.571429
93,13285,-20.762,-6.23266,69.3777,1,0
93,13642,-21.3978,-6.13211,70.6005,1,1
94,13521,-14.0973,39.693,70.1109,0,1
94,13521,-14.0973,39.693,70.1109,3,1
94,13520,-14.9831,39.8745,69.7511,2,1
94,13163,-14.8304,39.778,69.0293,1,0.666667
94,13519,-15.5781,39.9974,69.1468,1,1
94,13542,-15.7503,40.0952,69.8406,1,1
94,13877,-14.9236,39.8866,70.5321,1,1
94,13164,-14.0412,39.6138,68.9864,2,0.5
94,12794,-14.9841,39.6983,68.0041,1,0
94,12795,-14.0854,39.5177,67.944,1,0
94,13165,-13.1588,39.5013,68.8829,1,0.5
94,13522,-13.1774,39.5654,69.9194,1,1
94,13878,-14.0908,39.7047,71.3074,2,1
94,13879,-13.1844,39.5953,70.9669,1,1
94,14238,-14.996,39.8868,71.3199,1,1
94,14240,-14.7473,39.7733,72.2744,1,1
94,14241,-13.8309,39.6357,72.3085,1,1
94,14242,-13.091,39.5827,72.0022,1,1
95,13653,-22.2132,-5.91175,70.8267,0,1
95,13653,-22.2132,-5.91175,70.8267,3,1
95,13299,-22.1467,-5.91016,69.7462,2,0.428571
95,12933,-22.3432,-5.81106,68.7963,1,0
95,12932,-23.0404,-5.70036,69.1166,1,0
95,13298,-23.0038,-5.73117,70.0722,1,0.5
95,13287,-21.3146,-6.11682,69.7769,1,0.4
95,12934,-21.5067,-5.9818,68.8038,1,0
95,13642,-21.3978,-6.13211,70.6005,1,1
95,13652,-22.9875,-5.71391,71.0965,2,1
95,13297,-23.8178,-5.5461,70.2702,1,0.5
95,13651,-23.7799,-5.50886,71.2521,1,1
95,14015,-22.9759,-5.65044,72.1223,1,1
95,14016,-22.154,-5.88481,71.9535,1,1
95,14004,-21.4308,-6.11796,71.5094,2,1
95,14003,-20.6244,-6.34472,72.2486,1,1
95,13641,-20.6407,-6.36594,71.325,1,1
95,14357,-21.3288,-6.1108,72.3089,1,1
96,13878,-14.0908,39.7047,71.3074,0,1
96,13878,-14.0908,39.7047,71.3074,3,1
96,13877,-14.9236,39.8866,70.5321,2,1
96,13521,-14.0973,39.693,70.1109,1,1
96,13520,-14.9831,39.8745,69.7511,1,1
96,13542,-15.7503,40.0952,69.8406,1,1
96,13897,-15.8456,40.1329,70.7872,1,1
96,14238,-14.996,39.8868,71.3199,1,1
96,13879,-13.1844,39.5953,70.9669,2,1
96,13522,-13.1774,39.5654,69.9194,1,1
96,13880,-12.2563,39.5442,70.8008,1,1
96,14242,-13.091,39.5827,72.0022,1,1
96,14243,-12.2314,39.5534,71.814,1,1
96,14240,-14.7473,39.7733,72.2744,2,1
96,14239,-15.5859,40.0119,71.7095,1,1
96,14241,-13.8309,39.6357,72.3085,1,1
96,14602,-15.7416,39.9696,72.5012,1,1
96,14603,-15.0474,39.7128,73.3455,1,1
96,14604,-14.0302,39.6109,73.148,1,1
97,14016,-22.154,-5.88481,71.9535,0,1
97,14016,-22.154,-5.88481,71.9535,3,1
97,13653,-22.2132,-5.91175,70.8267,2,1
97,13299,-22.1467,-5.91016,69.7462,1,0.428571
97,13298,-23.0038,-5.73117,70.0722,1,0.5
97,13652,-22.9875,-5.71391,71.0965,1,1
97,13642,-21.3978,-6.13211,70.6005,1,1
97,14004,-21.4308,-6.11796,71.5094,1,1
97,14015,-22.9759,-5.65044,72.1223,2,1
97,13651,-23.7799,-5.50886,71.2521,1,1
97,14014,-23.7992,-5.41221,72.2476,1,1
97,14369,-22.921,-5.55999,73.1534,1,1
97,14370,-22.1852,-5.78947,73.0201,1,1
97,14357,-21.3288,-6.1108,72.3089,2,1
97,14003,-20.6244,-6.34472,72.2486,1,1
97,14358,-20.7501,-6.25409,72.9537,1,1
97,14371,-21.4515,-6.01667,73.0061,1,1
98,14241,-13.8309,39.6357,72.3085,0,1
98,14241,-13.8309,39.6357,72.3085,3,1
98,14240,-14.7473,39.7733,72.2744,2,1
98,14239,-15.5859,40.0119,71.7095,1,1
98,14238,-14.996,39.8868,71.3199,1,1
98,13878,-14.0908,39.7047,71.3074,1,1
98,14602,-15.7416,39.9696,72.5012,1,1
98,14603,-15.0474,39.7128,73.3455,1,1
98,14604,-14.0302,39.6109,73.148,1,1
98,14242,-13.091,39.5827,72.0022,2,1
98,13879,-13.1844,39.5953,70.9669,1,1
98,14243,-12.2314,39.5534,71.814,1,1
98,14605,-13.0662,39.5506,73.0195,1,1
98,14606,-12.2008,39.5427,72.8378,1,1
99,14370,-22.1852,-5.78947,73.0201,0,1
99,14370,-22.1852,-5.78947,73.0201,3,1
99,14016,-22.154,-5.88481,71.9535,2,1
99,13653,-22.2132,-5.91175,70.8267,1,1
99,13652,-22.9875,-5.71391,71.0965,1,1
99,14015,-22.9759,-5.65044,72.1223,1,1
99,14004,-21.4308,-6.11796,71.5094,1,1
99,14357,-21.3288,-6.1108,72.3089,1,1
99,14371,-21.4515,-6.01667,73.0061,1,1
99,14369,-22.921,-5.55999,73.1534,2,1
99,14014,-23.7992,-5.41221,72.2476,1,1
99,14367,-23.628,-5.33696,73.235,1,1
99,14742,-22.8497,-5.43455,74.2142,1,1
99,14743,-22.0956,-5.69704,74.0674,1,1
99,14744,-21.3605,-5.95291,73.9242,2,1
99,14730,-20.6078,-6.23063,73.7383,1,1
99,15104,-21.233,-5.86469,74.9196,1,1
99,15089,-20.5171,-6.15725,74.6428,1,1
100,14604,-14.0302,39.6109,73.148,0,1
100,14604,-14.0302,39.6109,73.148,3,1
100,14240,-14.7473,39.7733,72.2744,2,1
100,14239,-15.5859,40.0119,71.7095,1,1
100,14238,-14.996,39.8868,71.3199,1,1
100,13878,-14.0908,39.7047,71.3074,1,1
100,14241,-13.8309,39.6357,72.3085,1,1
100,14602,-15.7416,39.9696,72.5012,1,1
100,14603,-15.0474,39.7128,73.3455,1,1
100,14605,-13.0662,39.5506,73.0195,2,1
100,14242,-13.091,39.5827,72.0022,1,1
100,14606,-12.2008,39.5427,72.8378,1,1
100,14957,-13.1407,39.5003,73.9373,1,1
100,14958,-12.2049,39.5116,73.8379,1,1
100,14956,-14.0917,39.5272,74.0372,2,1
100,14955,-14.9343,39.5606,74.2573,1,1
100,15341,-14.2172,39.3982,74.9101,1,1
100,15342,-13.2336,39.4023,74.8362,1,1
101,14743,-22.0956,-5.69704,74.0674,0,1
101,14743,-22.0956,-5.69704,74.0674,3,1
101,14370,-22.1852,-5.78947,73.0201,2,1
101,14016,-22.154,-5.88481,71.9535,1,1
101,14015,-22.9759,-5.65044,72.1223,1,1
101,14369,-22.921,-5.55999,73.1534,1,1
