MainVertexSeq,VertexID,X,Y,Z,VertexDepth,MeshScalar
33,5421,-19.6535,7.25768,48.9775,2,0
33,5420,-19.0521,7.5762,48.6082,1,0
33,5417,-20.0249,8.1227,48.6571,1,0
33,5418,-20.3902,7.59396,49.0495,1,0
34,5931,-19.6188,30.8139,49.2541,0,0
34,5931,-19.6188,30.8139,49.2541,3,0
34,5549,-20.0776,30.263,48.7914,2,0
34,5542,-20.5267,29.6909,48.3536,1,0
34,5548,-21.068,30.145,48.864,1,0
34,5543,-19.5297,29.802,48.242,1,0
34,5550,-19.1064,30.347,48.6887,1,0
34,5930,-20.6054,30.7376,49.3221,1,0
34,5932,-18.6918,30.8786,49.1588,2,0
34,5551,-18.1711,30.4356,48.5628,1,0
34,5553,-17.9121,30.9086,49.015,1,0
34,5940,-19.0867,31.3452,49.7214,1,0
34,5941,-18.042,31.3863,49.5797,1,0
34,5939,-20.0933,31.2924,49.793,2,0
34,5938,-21.1056,31.2282,49.839,1,0
34,6319,-20.5796,31.7805,50.3172,1,0
34,6320,-19.5752,31.8177,50.2754,1,0
35,5940,-19.0867,31.3452,49.7214,0,0
35,5940,-19.0867,31.3452,49.7214,3,0
35,5931,-19.6188,30.8139,49.2541,2,0
35,5549,-20.0776,30.263,48.7914,1,0
35,5550,-19.1064,30.347,48.6887,1,0
35,5930,-20.6054,30.7376,49.3221,1,0
35,5932,-18.6918,30.8786,49.1588,1,0
35,5939,-20.0933,31.2924,49.793,1,0
35,5941,-18.042,31.3863,49.5797,2,0
35,5553,-17.9121,30.9086,49.015,1,0
35,5559,-17.1501,31.1029,49.0278,1,0
35,5942,-17.0567,31.5345,49.5218,1,0
35,6321,-18.5756,31.8519,50.2007,1,0
35,6322,-17.6289,31.9154,50.1226,1,0
35,6320,-19.5752,31.8177,50.2754,2,0
35,6319,-20.5796,31.7805,50.3172,1,0
35,6329,-20.0625,32.3052,50.8141,1,0
35,6330,-19.0553,32.3261,50.7751,1,0
36,6156,-19.8013,4.02616,50.8909,0,0
36,6156,-19.8013,4.02616,50.8909,3,0
36,6155,-19.2601,3.47729,51.0953,2,0
36,6154,-19.0722,4.00022,50.684,1,0
36,6158,-18.5142,3.29138,51.0059,1,0
36,6553,-19.9883,3.51176,51.3135,1,0
36,6542,-19.0073,2.8087,51.5226,1,0
36,6169,-20.5307,4.20849,51.0155,2,0
36,6168,-20.0677,4.76824,50.5062,1,0
36,6165,-21.0593,4.92883,50.7311,1,0
36,6166,-21.2558,4.39152,51.1415,1,0
36,6551,-21.0047,3.68821,51.5508,1,0
37,6168,-20.0677,4.76824,50.5062,0,0
37,6168,-20.0677,4.76824,50.5062,3,0
37,6165,-21.0593,4.92883,50.7311,2,0
37,6166,-21.2558,4.39152,51.1415,1,0
37,6167,-21.7813,4.93234,50.9758,1,0
37,6169,-20.5307,4.20849,51.0155,1,0
37,6176,-21.9802,5.5745,50.6638,1,0
37,6178,-21.1273,5.59418,50.3606,1,0
37,6156,-19.8013,4.02616,50.8909,2,0
37,6155,-19.2601,3.47729,51.0953,1,0
37,6154,-19.0722,4.00022,50.684,1,0
37,6553,-19.9883,3.51176,51.3135,1,0
37,6170,-18.9984,4.53341,50.3196,2,0
37,5764,-18.2282,4.51863,50.1061,1,0
37,5765,-18.7407,5.02772,49.9385,1,0
37,6157,-18.0265,3.8123,50.5125,1,0
37,5779,-19.5329,5.2658,50.0363,1,0
37,5776,-20.2811,5.51869,50.1226,2,0
37,5775,-19.9745,6.12012,49.6924,1,0
37,5777,-20.7409,6.08489,49.9534,1,0
38,6321,-18.5756,31.8519,50.2007,0,0
38,6321,-18.5756,31.8519,50.2007,3,0
38,5940,-19.0867,31.3452,49.7214,2,0
38,5931,-19.6188,30.8139,49.2541,1,0
38,5939,-20.0933,31.2924,49.793,1,0
38,5932,-18.6918,30.8786,49.1588,1,0
38,5941,-18.042,31.3863,49.5797,1,0
38,6320,-19.5752,31.8177,50.2754,1,0
38,6322,-17.6289,31.9154,50.1226,2,0
38,5942,-17.0567,31.5345,49.5218,1,0
38,5944,-16.8004,31.969,50.0123,1,0
38,6331,-18.0451,32.3607,50.7162,1,0
38,6332,-16.9828,32.4042,50.6093,1,0
38,6330,-19.0553,32.3261,50.7751,2,0
38,6329,-20.0625,32.3052,50.8141,1,0
38,6718,-19.5489,32.8083,51.3287,1,0
38,6719,-18.5424,32.819,51.2971,1,0
39,6331,-18.0451,32.3607,50.7162,0,0
39,6331,-18.0451,32.3607,50.7162,3,0
39,6321,-18.5756,31.8519,50.2007,2,0
39,5940,-19.0867,31.3452,49.7214,1,0
39,5941,-18.042,31.3863,49.5797,1,0
39,6320,-19.5752,31.8177,50.2754,1,0
39,6322,-17.6289,31.9154,50.1226,1,0
39,6330,-19.0553,32.3261,50.7751,1,0
39,6332,-16.9828,32.4042,50.6093,2,0
39,5944,-16.8004,31.969,50.0123,1,0
39,5951,-15.9654,32.1692,50.0683,1,0
39,6333,-16.0586,32.5853,50.6761,1,0
39,6720,-17.5368,32.8412,51.245,1,0
39,6721,-16.5695,32.9122,51.2241,1,0
39,6719,-18.5424,32.819,51.2971,2,0
39,6718,-19.5489,32.8083,51.3287,1,0
39,6732,-19.0254,33.2881,51.8681,1,0
39,6733,-18.0157,33.2869,51.8431,1,0
40,6539,-20.0605,3.03831,51.6938,0,0
40,6539,-20.0605,3.03831,51.6938,3,0
40,6540,-20.1117,2.59638,52.0661,2,0
40,6541,-20.7078,2.89211,52.0579,1,0
40,6543,-19.5301,2.43636,51.9935,1,0
40,6932,-20.1281,2.12283,52.5056,1,0
40,6542,-19.0073,2.8087,51.5226,2,0
40,6526,-18.8413,2.1654,51.9951,1,0
40,6524,-18.0977,2.07276,51.8597,1,0
40,6544,-18.0025,2.60662,51.3804,1,0
40,6155,-19.2601,3.47729,51.0953,1,0
40,6553,-19.9883,3.51176,51.3135,1,0
40,6158,-18.5142,3.29138,51.0059,1,0
40,6551,-21.0047,3.68821,51.5508,2,0
40,6548,-22.0482,3.96829,51.7378,1,0
40,6552,-21.4564,3.23525,52.0704,1,0
40,6166,-21.2558,4.39152,51.1415,1,0
40,6561,-22.0001,4.468,51.3651,1,0
40,6169,-20.5307,4.20849,51.0155,1,0
41,6540,-20.1117,2.59638,52.0661,0,0
41,6540,-20.1117,2.59638,52.0661,3,0
41,6539,-20.0605,3.03831,51.6938,2,0
41,6541,-20.7078,2.89211,52.0579,1,0
41,6542,-19.0073,2.8087,51.5226,1,0
41,6543,-19.5301,2.43636,51.9935,1,0
41,6551,-21.0047,3.68821,51.5508,1,0
41,6553,-19.9883,3.51176,51.3135,1,0
41,6932,-20.1281,2.12283,52.5056,2,0
41,6933,-19.9958,1.58916,52.9634,1,0
41,6934,-20.6837,1.82692,53.0055,1,0
41,6935,-19.2746,1.9031,52.3828,1,0
41,6936,-19.2524,1.39722,52.8828,1,0
41,6943,-21.1162,2.52541,52.5353,1,0
42,6553,-19.9883,3.51176,51.3135,0,0
42,6553,-19.9883,3.51176,51.3135,3,0
42,6551,-21.0047,3.68821,51.5508,2,0
42,6548,-22.0482,3.96829,51.7378,1,0
42,6552,-21.4564,3.23525,52.0704,1,0
42,6541,-20.7078,2.89211,52.0579,1,0
42,6539,-20.0605,3.03831,51.6938,1,0
42,6166,-21.2558,4.39152,51.1415,1,0
42,6561,-22.0001,4.468,51.3651,1,0
42,6169,-20.5307,4.20849,51.0155,1,0
42,6155,-19.2601,3.47729,51.0953,2,0
42,6154,-19.0722,4.00022,50.684,1,0
42,6156,-19.8013,4.02616,50.8909,1,0
42,6158,-18.5142,3.29138,51.0059,1,0
42,6542,-19.0073,2.8087,51.5226,1,0
43,6720,-17.5368,32.8412,51.245,0,0
43,6720,-17.5368,32.8412,51.245,3,0
43,6331,-18.0451,32.3607,50.7162,2,0
43,6321,-18.5756,31.8519,50.2007,1,0
43,6330,-19.0553,32.3261,50.7751,1,0
43,6322,-17.6289,31.9154,50.1226,1,0
43,6332,-16.9828,32.4042,50.6093,1,0
43,6719,-18.5424,32.819,51.2971,1,0
43,6721,-16.5695,32.9122,51.2241,2,0
43,6333,-16.0586,32.5853,50.6761,1,0
43,6722,-15.5986,32.9658,51.1424,1,0
43,6734,-17.0176,33.3125,51.8209,1,0
43,6735,-16.0022,33.3495,51.7765,1,0
43,6733,-18.0157,33.2869,51.8431,2,0
43,6732,-19.0254,33.2881,51.8681,1,0
43,7099,-18.4643,33.7275,52.4292,1,0
43,7100,-17.4572,33.725,52.423,1,0
44,6734,-17.0176,33.3125,51.8209,0,0
44,6734,-17.0176,33.3125,51.8209,3,0
44,6720,-17.5368,32.8412,51.245,2,0
44,6331,-18.0451,32.3607,50.7162,1,0
44,6332,-16.9828,32.4042,50.6093,1,0
44,6719,-18.5424,32.819,51.2971,1,0
44,6721,-16.5695,32.9122,51.2241,1,0
44,6733,-18.0157,33.2869,51.8431,1,0
44,6735,-16.0022,33.3495,51.7765,2,0
44,6722,-15.5986,32.9658,51.1424,1,0
44,6736,-14.9439,33.3785,51.6797,1,0
44,7101,-16.4551,33.7376,52.4043,1,0
44,7102,-15.4566,33.7577,52.3668,1,0
44,7100,-17.4572,33.725,52.423,2,0
44,7099,-18.4643,33.7275,52.4292,1,0
44,7117,-17.8536,34.1309,53.0314,1,0
44,7118,-16.86,34.125,53.0366,1,0
45,6932,-20.1281,2.12283,52.5056,0,0
45,6932,-20.1281,2.12283,52.5056,3,0
45,6933,-19.9958,1.58916,52.9634,2,0
45,6934,-20.6837,1.82692,53.0055,1,0
45,6936,-19.2524,1.39722,52.8828,1,0
45,7302,-19.9987,1.10479,53.4659,1,0
45,6935,-19.2746,1.9031,52.3828,2,0
45,6526,-18.8413,2.1654,51.9951,1,0
45,6525,-18.4813,1.61239,52.399,1,0
45,6543,-19.5301,2.43636,51.9935,1,0
45,6943,-21.1162,2.52541,52.5353,2,0
45,6940,-22.1222,2.99851,52.5343,1,0
45,6944,-21.5495,2.17616,53.0225,1,0
45,6541,-20.7078,2.89211,52.0579,1,0
45,6552,-21.4564,3.23525,52.0704,1,0
45,6540,-20.1117,2.59638,52.0661,2,0
45,6539,-20.0605,3.03831,51.6938,1,0
46,6933,-19.9958,1.58916,52.9634,0,0
46,6933,-19.9958,1.58916,52.9634,3,0
46,6932,-20.1281,2.12283,52.5056,2,0
46,6934,-20.6837,1.82692,53.0055,1,0
46,6935,-19.2746,1.9031,52.3828,1,0
46,6936,-19.2524,1.39722,52.8828,1,0
46,6943,-21.1162,2.52541,52.5353,1,0
46,6541,-20.7078,2.89211,52.0579,1,0
46,6540,-20.1117,2.59638,52.0661,1,0
46,6543,-19.5301,2.43636,51.9935,1,0
46,7302,-19.9987,1.10479,53.4659,2,0
46,7303,-20.0432,0.59593,54.0211,1,0
46,7304,-20.6777,0.82822,54.0053,1,0
46,7305,-18.9579,0.79795,53.4156,1,0
46,7306,-19.4194,0.42205,53.997,1,0
46,7316,-21.0793,1.47207,53.5039,1,0
47,7101,-16.4551,33.7376,52.4043,0,0
47,7101,-16.4551,33.7376,52.4043,3,0
47,6734,-17.0176,33.3125,51.8209,2,0
47,6720,-17.5368,32.8412,51.245,1,0
47,6733,-18.0157,33.2869,51.8431,1,0
47,6721,-16.5695,32.9122,51.2241,1,0
47,6735,-16.0022,33.3495,51.7765,1,0
47,7100,-17.4572,33.725,52.423,1,0
47,7102,-15.4566,33.7577,52.3668,2,0
47,6736,-14.9439,33.3785,51.6797,1,0
47,7103,-14.5013,33.8194,52.3837,1,0
47,7119,-15.8711,34.1302,53.0269,1,0
47,7120,-14.8935,34.153,53.0232,1,0
47,7118,-16.86,34.125,53.0366,2,0
47,7117,-17.8536,34.1309,53.0314,1,0
47,7494,-17.2133,34.5018,53.6774,1,0
47,7495,-16.2349,34.4905,53.6878,1,0
48,7119,-15.8711,34.1302,53.0269,0,0
48,7119,-15.8711,34.1302,53.0269,3,0
48,7101,-16.4551,33.7376,52.4043,2,0
48,6734,-17.0176,33.3125,51.8209,1,0
48,6735,-16.0022,33.3495,51.7765,1,0
48,7100,-17.4572,33.725,52.423,1,0
48,7102,-15.4566,33.7577,52.3668,1,0
48,7118,-16.86,34.125,53.0366,1,0
48,7120,-14.8935,34.153,53.0232,2,0
48,7103,-14.5013,33.8194,52.3837,1,0
48,7121,-13.9092,34.182,53.0071,1,0
48,7496,-15.2529,34.4911,53.6864,1,0
48,7497,-14.2676,34.5,53.6724,1,0
48,7495,-16.2349,34.4905,53.6878,2,0
48,7494,-17.2133,34.5018,53.6774,1,0
48,7851,-16.5665,34.8417,54.3588,1,0
48,7852,-15.5821,34.822,54.3678,1,0
49,7302,-19.9987,1.10479,53.4659,0,0
49,7302,-19.9987,1.10479,53.4659,3,0
49,7303,-20.0432,0.59593,54.0211,2,0
49,7304,-20.6777,0.82822,54.0053,1,0
49,7306,-19.4194,0.42205,53.997,1,0
49,7680,-20.0939,0.09451,54.6089,1,0
49,7305,-18.9579,0.79795,53.4156,2,0
49,7307,-18.0068,0.49724,53.4375,1,0
49,7308,-18.6065,0.22969,53.94,1,0
49,6936,-19.2524,1.39722,52.8828,1,0
49,6937,-18.2851,1.07405,52.889,1,0
49,7316,-21.0793,1.47207,53.5039,2,0
49,7314,-22.1033,1.85148,53.5342,1,0
49,7317,-21.5717,1.14846,54.0023,1,0
49,6934,-20.6837,1.82692,53.0055,1,0
49,6944,-21.5495,2.17616,53.0225,1,0
49,6933,-19.9958,1.58916,52.9634,2,0
49,6932,-20.1281,2.12283,52.5056,1,0
50,7303,-20.0432,0.59593,54.0211,0,0
50,7303,-20.0432,0.59593,54.0211,3,0
50,7302,-19.9987,1.10479,53.4659,2,0
50,7304,-20.6777,0.82822,54.0053,1,0
50,7305,-18.9579,0.79795,53.4156,1,0
50,7306,-19.4194,0.42205,53.997,1,0
50,7316,-21.0793,1.47207,53.5039,1,0
50,6934,-20.6837,1.82692,53.0055,1,0
50,6933,-19.9958,1.58916,52.9634,1,0
50,6936,-19.2524,1.39722,52.8828,1,0
50,7680,-20.0939,0.09451,54.6089,2,0
50,7681,-20.4879,-0.39862,55.3187,1,0
50,7682,-20.8914,0.04312,54.9255,1,0
50,7683,-19.0818,-0.15051,54.5583,1,0
50,7684,-19.4924,-0.56352,55.2101,1,0
50,7696,-21.1352,0.52903,54.4802,1,0
51,7496,-15.2529,34.4911,53.6864,0,0
51,7496,-15.2529,34.4911,53.6864,3,0
51,7119,-15.8711,34.1302,53.0269,2,0
51,7101,-16.4551,33.7376,52.4043,1,0
51,7118,-16.86,34.125,53.0366,1,0
51,7102,-15.4566,33.7577,52.3668,1,0
51,7120,-14.8935,34.153,53.0232,1,0
51,7495,-16.2349,34.4905,53.6878,1,0
51,7497,-14.2676,34.5,53.6724,2,0
51,7121,-13.9092,34.182,53.0071,1,0
51,7498,-13.2795,34.5127,53.6325,1,0
51,7853,-14.5944,34.8128,54.3569,1,0
51,7854,-13.6114,34.8145,54.3284,1,0
51,7852,-15.5821,34.822,54.3678,2,0
51,7851,-16.5665,34.8417,54.3588,1,0
51,7875,-15.888,35.1493,55.0624,1,0
51,7876,-14.887,35.1152,55.0511,1,0
52,7680,-20.0939,0.09451,54.6089,0,0
52,7680,-20.0939,0.09451,54.6089,3,0
52,7681,-20.4879,-0.39862,55.3187,2,0
52,7682,-20.8914,0.04312,54.9255,1,0
52,7684,-19.4924,-0.56352,55.2101,1,0
52,8063,-21.3164,-0.22481,55.3816,1,0
52,8064,-21.3647,-0.66724,55.9541,1,0
52,8065,-20.3305,-0.84617,55.8426,1,0
52,7683,-19.0818,-0.15051,54.5583,2,0
52,7685,-18.232,-0.23861,54.3892,1,0
52,7686,-18.343,-0.66604,54.9818,1,0
52,7306,-19.4194,0.42205,53.997,1,0
52,7308,-18.6065,0.22969,53.94,1,0
52,7696,-21.1352,0.52903,54.4802,2,0
52,7694,-22.0751,0.81017,54.5201,1,0
52,7697,-21.691,0.24187,54.9798,1,0
52,7304,-20.6777,0.82822,54.0053,1,0
52,7317,-21.5717,1.14846,54.0023,1,0
52,7303,-20.0432,0.59593,54.0211,2,0
52,7302,-19.9987,1.10479,53.4659,1,0
53,7681,-20.4879,-0.39862,55.3187,0,0
53,7681,-20.4879,-0.39862,55.3187,3,0
53,7680,-20.0939,0.09451,54.6089,2,0
53,7682,-20.8914,0.04312,54.9255,1,0
53,7683,-19.0818,-0.15051,54.5583,1,0
53,7684,-19.4924,-0.56352,55.2101,1,0
53,7696,-21.1352,0.52903,54.4802,1,0
53,7304,-20.6777,0.82822,54.0053,1,0
53,7303,-20.0432,0.59593,54.0211,1,0
53,7306,-19.4194,0.42205,53.997,1,0
53,8063,-21.3164,-0.22481,55.3816,2,0
53,8061,-22.1267,-0.14586,55.5806,1,0
53,8064,-21.3647,-0.66724,55.9541,1,0
53,7697,-21.691,0.24187,54.9798,1,0
53,8065,-20.3305,-0.84617,55.8426,2,0
53,8048,-19.5499,-1.05051,55.8724,1,0
53,8442,-20.8557,-1.18258,56.4823,1,0
53,8444,-20.0553,-1.29469,56.3802,1,0
54,7852,-15.5821,34.822,54.3678,0,0
54,7852,-15.5821,34.822,54.3678,3,0
54,7495,-16.2349,34.4905,53.6878,2,0
54,7118,-16.86,34.125,53.0366,1,0
54,7119,-15.8711,34.1302,53.0269,1,0
54,7494,-17.2133,34.5018,53.6774,1,0
54,7496,-15.2529,34.4911,53.6864,1,0
54,7851,-16.5665,34.8417,54.3588,1,0
54,7853,-14.5944,34.8128,54.3569,2,0
54,7497,-14.2676,34.5,53.6724,1,0
54,7854,-13.6114,34.8145,54.3284,1,0
54,7876,-14.887,35.1152,55.0511,1,0
54,7877,-13.9019,35.1061,55.0364,1,0
54,7875,-15.888,35.1493,55.0624,2,0
54,7874,-16.8913,35.1892,55.0261,1,0
54,8248,-16.1686,35.4927,55.7815,1,0
54,8249,-15.1371,35.4117,55.7401,1,0
55,7875,-15.888,35.1493,55.0624,0,0
55,7875,-15.888,35.1493,55.0624,3,0
55,7851,-16.5665,34.8417,54.3588,2,0
55,7494,-17.2133,34.5018,53.6774,1,0
55,7495,-16.2349,34.4905,53.6878,1,0
55,7850,-17.5465,34.8733,54.3256,1,0
55,7852,-15.5821,34.822,54.3678,1,0
55,7874,-16.8913,35.1892,55.0261,1,0
55,7876,-14.887,35.1152,55.0511,2,0
55,7853,-14.5944,34.8128,54.3569,1,0
55,7877,-13.9019,35.1061,55.0364,1,0
55,8249,-15.1371,35.4117,55.7401,1,0
55,8250,-14.1478,35.3902,55.7473,1,0
55,8248,-16.1686,35.4927,55.7815,2,0
55,8247,-17.2189,35.5273,55.6503,1,0
55,8626,-16.6967,35.8323,56.3912,1,0
55,8627,-15.9395,35.8122,56.5294,1,0
55,8628,-15.2378,35.7032,56.4145,1,0
56,8065,-20.3305,-0.84617,55.8426,0,0
56,8065,-20.3305,-0.84617,55.8426,3,0
56,7681,-20.4879,-0.39862,55.3187,2,0
56,7680,-20.0939,0.09451,54.6089,1,0
56,7682,-20.8914,0.04312,54.9255,1,0
56,7684,-19.4924,-0.56352,55.2101,1,0
56,8063,-21.3164,-0.22481,55.3816,1,0
56,8064,-21.3647,-0.66724,55.9541,1,0
56,8048,-19.5499,-1.05051,55.8724,2,0
56,8047,-19.2403,-1.50503,56.4344,1,0
56,8046,-18.784,-1.06219,55.6546,1,0
56,8444,-20.0553,-1.29469,56.3802,1,0
56,8442,-20.8557,-1.18258,56.4823,2,0
56,8439,-21.7786,-1.06945,56.6283,1,0
56,8443,-21.2771,-1.49545,57.0715,1,0
56,8445,-20.2975,-1.70091,57.0731,1,0
57,8248,-16.1686,35.4927,55.7815,0,0
57,8248,-16.1686,35.4927,55.7815,3,0
57,7874,-16.8913,35.1892,55.0261,2,0
57,7850,-17.5465,34.8733,54.3256,1,0
57,7873,-17.9408,35.2355,54.9388,1,0
57,7851,-16.5665,34.8417,54.3588,1,0
57,7875,-15.888,35.1493,55.0624,1,0
57,8247,-17.2189,35.5273,55.6503,1,0
57,8249,-15.1371,35.4117,55.7401,2,0
57,7876,-14.887,35.1152,55.0511,1,0
57,8250,-14.1478,35.3902,55.7473,1,0
57,8628,-15.2378,35.7032,56.4145,1,0
57,8629,-14.3427,35.6789,56.4539,1,0
57,8626,-16.6967,35.8323,56.3912,2,0
57,8625,-17.5621,35.8895,56.2831,1,0
57,8627,-15.9395,35.8122,56.5294,1,0
57,8660,-17.0031,36.1941,57.0424,1,0
57,8661,-16.0751,36.1289,57.1623,1,0
58,8444,-20.0553,-1.29469,56.3802,0,0
58,8444,-20.0553,-1.29469,56.3802,3,0
58,8442,-20.8557,-1.18258,56.4823,2,0
58,8439,-21.7786,-1.06945,56.6283,1,0
58,8443,-21.2771,-1.49545,57.0715,1,0
58,8445,-20.2975,-1.70091,57.0731,1,0
58,8064,-21.3647,-0.66724,55.9541,1,0
58,8065,-20.3305,-0.84617,55.8426,1,0
58,8048,-19.5499,-1.05051,55.8724,2,0
58,8047,-19.2403,-1.50503,56.4344,1,0
58,8046,-18.784,-1.06219,55.6546,1,0
58,7684,-19.4924,-0.56352,55.2101,1,0
59,8445,-20.2975,-1.70091,57.0731,0,0
59,8445,-20.2975,-1.70091,57.0731,3,0
59,8444,-20.0553,-1.29469,56.3802,2,0
59,8442,-20.8557,-1.18258,56.4823,1,0
59,8048,-19.5499,-1.05051,55.8724,1,0
59,8047,-19.2403,-1.50503,56.4344,1,0
59,8065,-20.3305,-0.84617,55.8426,1,0
59,8443,-21.2771,-1.49545,57.0715,2,0
59,8439,-21.7786,-1.06945,56.6283,1,0
59,8440,-22.2044,-1.51177,57.3927,1,0
59,8848,-21.3316,-1.89342,57.7021,1,0
59,8446,-19.321,-1.89313,57.0562,2,0
59,8447,-18.4024,-1.87681,56.7345,1,0
59,8830,-19.758,-2.174,57.6535,1,0
59,8833,-18.8392,-2.25849,57.482,1,0
59,8832,-20.5172,-2.11519,57.8047,2,0
59,8831,-20.1996,-2.54348,58.4196,1,0
59,9228,-21.02,-2.33266,58.325,1,0
60,8627,-15.9395,35.8122,56.5294,0,0
60,8627,-15.9395,35.8122,56.5294,3,0
60,8248,-16.1686,35.4927,55.7815,2,0
60,7874,-16.8913,35.1892,55.0261,1,0
60,7875,-15.888,35.1493,55.0624,1,0
60,8247,-17.2189,35.5273,55.6503,1,0
60,8249,-15.1371,35.4117,55.7401,1,0
60,8626,-16.6967,35.8323,56.3912,1,0
60,8628,-15.2378,35.7032,56.4145,1,0
60,8661,-16.0751,36.1289,57.1623,2,0
60,8660,-17.0031,36.1941,57.0424,1,0
60,9025,-16.184,36.4702,57.8378,1,0
60,9007,-15.3586,35.9968,57.0486,1,0
60,9026,-15.0856,36.3135,57.7701,1,0
61,8831,-20.1996,-2.54348,58.4196,0,0
61,8831,-20.1996,-2.54348,58.4196,3,0
61,8830,-19.758,-2.174,57.6535,2,0
61,8832,-20.5172,-2.11519,57.8047,1,0
61,8833,-18.8392,-2.25849,57.482,1,0
61,8834,-19.2637,-2.5317,58.0792,1,0
61,8445,-20.2975,-1.70091,57.0731,1,0
61,8446,-19.321,-1.89313,57.0562,1,0
61,9228,-21.02,-2.33266,58.325,2,0
61,9226,-21.7921,-2.26866,58.4508,1,0
61,9229,-21.2314,-2.72437,59.0677,1,0
61,8848,-21.3316,-1.89342,57.7021,1,0
61,9230,-20.2402,-2.89771,59.0612,2,0
61,9231,-19.3059,-2.88202,58.7034,1,0
61,9591,-20.6286,-3.16483,59.6984,1,0
61,9594,-19.7302,-3.22587,59.4961,1,0
62,8832,-20.5172,-2.11519,57.8047,0,0
62,8832,-20.5172,-2.11519,57.8047,3,0
62,8831,-20.1996,-2.54348,58.4196,2,0
62,8830,-19.758,-2.174,57.6535,1,0
62,8834,-19.2637,-2.5317,58.0792,1,0
62,9228,-21.02,-2.33266,58.325,1,0
62,9229,-21.2314,-2.72437,59.0677,1,0
62,9230,-20.2402,-2.89771,59.0612,1,0
62,9231,-19.3059,-2.88202,58.7034,1,0
62,8445,-20.2975,-1.70091,57.0731,2,0
62,8444,-20.0553,-1.29469,56.3802,1,0
62,8442,-20.8557,-1.18258,56.4823,1,0
62,8443,-21.2771,-1.49545,57.0715,1,0
62,8047,-19.2403,-1.50503,56.4344,1,0
62,8446,-19.321,-1.89313,57.0562,1,0
62,8848,-21.3316,-1.89342,57.7021,1,0
63,9007,-15.3586,35.9968,57.0486,0,0
63,9007,-15.3586,35.9968,57.0486,3,0
63,8627,-15.9395,35.8122,56.5294,2,0
63,8248,-16.1686,35.4927,55.7815,1,0
63,8626,-16.6967,35.8323,56.3912,1,0
63,8628,-15.2378,35.7032,56.4145,1,0
63,8661,-16.0751,36.1289,57.1623,1,0
63,9008,-14.5696,35.9899,57.1549,2,0
63,8629,-14.3427,35.6789,56.4539,1,0
63,9009,-13.6439,35.9666,57.1748,1,0
63,9026,-15.0856,36.3135,57.7701,1,0
63,9027,-13.9835,36.2807,57.8664,1,0
64,9026,-15.0856,36.3135,57.7701,0,0
64,9026,-15.0856,36.3135,57.7701,3,0
64,8661,-16.0751,36.1289,57.1623,2,0
64,8626,-16.6967,35.8323,56.3912,1,0
64,8660,-17.0031,36.1941,57.0424,1,0
64,8627,-15.9395,35.8122,56.5294,1,0
64,9025,-16.184,36.4702,57.8378,1,0
64,9007,-15.3586,35.9968,57.0486,1,0
64,9008,-14.5696,35.9899,57.1549,2,0
64,8628,-15.2378,35.7032,56.4145,1,0
64,8629,-14.3427,35.6789,56.4539,1,0
64,9009,-13.6439,35.9666,57.1748,1,0
64,9027,-13.9835,36.2807,57.8664,1,0
64,9406,-15.195,36.6428,58.4663,2,0
64,9405,-15.9096,36.7787,58.579,1,0
64,9407,-14.2686,36.5937,58.5329,1,0
64,9779,-15.3041,36.9464,59.1206,1,0
64,9780,-14.5088,36.9213,59.244,1,0
65,9230,-20.2402,-2.89771,59.0612,0,0
65,9230,-20.2402,-2.89771,59.0612,3,0
65,8831,-20.1996,-2.54348,58.4196,2,0
65,8830,-19.758,-2.174,57.6535,1,0
65,8832,-20.5172,-2.11519,57.8047,1,0
65,8834,-19.2637,-2.5317,58.0792,1,0
65,9228,-21.02,-2.33266,58.325,1,0
65,9229,-21.2314,-2.72437,59.0677,1,0
65,9231,-19.3059,-2.88202,58.7034,1,0
65,9591,-20.6286,-3.16483,59.6984,2,0
65,9592,-21.0522,-3.46515,60.4346,1,0
65,9593,-21.429,-3.08827,59.8033,1,0
65,9594,-19.7302,-3.22587,59.4961,1,0
65,9595,-20.0587,-3.54031,60.2399,1,0
66,9406,-15.195,36.6428,58.4663,0,0
66,9406,-15.195,36.6428,58.4663,3,0
66,9405,-15.9096,36.7787,58.579,2,0
66,9025,-16.184,36.4702,57.8378,1,0
66,9404,-16.6883,36.8196,58.4229,1,0
66,9432,-16.0203,37.0815,59.2109,1,0
66,9779,-15.3041,36.9464,59.1206,1,0
66,9026,-15.0856,36.3135,57.7701,2,0
66,8661,-16.0751,36.1289,57.1623,1,0
66,9007,-15.3586,35.9968,57.0486,1,0
66,9008,-14.5696,35.9899,57.1549,1,0
66,9027,-13.9835,36.2807,57.8664,1,0
66,9407,-14.2686,36.5937,58.5329,1,0
66,9780,-14.5088,36.9213,59.244,2,0
66,9781,-13.5668,36.8812,59.2883,1,0
66,9800,-15.0098,37.2458,59.8946,1,0
66,9801,-13.9039,37.1859,59.9901,1,0
67,9591,-20.6286,-3.16483,59.6984,0,0
67,9591,-20.6286,-3.16483,59.6984,3,0
67,9592,-21.0522,-3.46515,60.4346,2,0
67,9593,-21.429,-3.08827,59.8033,1,0
67,9595,-20.0587,-3.54031,60.2399,1,0
67,9981,-21.9198,-3.27304,60.3053,1,0
67,9982,-22.0243,-3.60232,61.0121,1,0
67,9983,-21.2173,-3.72237,61.0346,1,0
